Identifiant_de_l_etablissement;Type_etablissement;Statut_public_prive;Type_contrat_prive;Nom_etablissement;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Libelle_departement;Code_academie;Libelle_academie;Code_region;Libelle_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Lycee_des_metiers;Apprentissage;Segpa;Post_BAC;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Nombre_d_eleves;GRETA;SIREN_SIRET;Fiche_onisep;Appartenance_Education_Prioritaire;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;position;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature
0620772C;Ecole;Public;SANS OBJET;Ecole primaire L�on Waymel;Rue de Bellonne ;;62490 TORTEQUESNE;62490;62825;Tortequesne;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321240714;;;ce.0620772C@ac-lille.fr;0;0;0;;;;;;;;;;;;;83;;21620825600042;;;702866.0;7021452.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.29093602713805;3.040166845496775;50.29093602713805,3.040166845496775;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620773D;Ecole;Public;SANS OBJET;Ecole maternelle RPI 65;12 rue de la Mairie ;;62182 VILLERS LES CAGNICOURT;62182;62858;Villers-l�s-Cagnicourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321248891;;;ce.0620773D@ac-lille.fr;1;0;0;;;;;;;;;;;;;21;;21620858700024;;;700766.7;7013784.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.22208801755501;3.0107306578803703;50.22208801755501,3.0107306578803703;Num�ro de rue;1995-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062065;101;ECOLE MATERNELLE
0620774E;Ecole;Public;SANS OBJET;Ecole primaire;Place Jules Viseur ;;62156 VIS EN ARTOIS;62156;62864;Vis-en-Artois;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321248784;;;ce.0620774E@ac-lille.fr;1;0;0;;;;;;;;;;;;;47;;21620864500038;;;695627.6;7016680.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.24807825778395;2.938772901531157;50.24807825778395,2.938772901531157;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062054;101;ECOLE MATERNELLE
0620777H;Ecole;Public;SANS OBJET;Ecole primaire Fran�oise Dolto-Jean Monnet;Rue Paul Vaillant Couturier ;;62157 ALLOUAGNE;62157;62023;Allouagne;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321542961;;;ce.0620777H@ac-lille.fr;1;0;0;;;;;;;;;;;;;168;;21620023800048;;;665191.6;7048229.5;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 2;50.53035275430268;2.5098387129875834;50.53035275430268,2.5098387129875834;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620783P;Ecole;Public;SANS OBJET;Ecole primaire Paul Bert;65 rue Paul Bert ;;62400 BETHUNE;62400;62119;B�thune;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321682880;;;ce.0620783P@ac-lille.fr;1;0;0;;;;;;;;;;;;;131;;21620910600063;;;674106.7;7048307.6;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 1;50.53148684865266;2.635371265576304;50.53148684865266,2.635371265576304;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620794B;Ecole;Public;SANS OBJET;Ecole �l�mentaire Sevign�;71 place S�vign� ;;62400 BETHUNE;62400;62119;B�thune;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;0;1;;;;0321682668;;;ce.0620794B@ac-lille.fr;1;0;1;;;;;;;;;;;;;156;;21620910600121;;;674086.2;7048195.3;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 1;50.530478048045524;2.6350898973661305;50.530478048045524,2.6350898973661305;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620808S;Ecole;Public;SANS OBJET;Ecole primaire Les Marronniers;250 rue Jean Jaur�s ;;62122 LAPUGNOY;62122;62489;Lapugnoy;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321017320;;;ce.0620808S@ac-lille.fr;1;0;0;;;;;;;;;;;;;170;;21620489100032;;;667167.5;7046594.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Auchel;50.51578647180672;2.537796829506889;50.51578647180672,2.537796829506889;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620817B;Ecole;Public;SANS OBJET;Ecole primaire Edmond Michelet;Rue Jean Jaur�s ;;62260 AUCHEL;62260;62048;Auchel;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321271564;;;ce.0620817B@ac-lille.fr;1;0;0;;;;;;;;;;;;;123;;21620048500128;;REP;662371.5;7045462.1;EPSG:2154;Circonscription d'inspection du 1er degr� d'Auchel;50.505350239278116;2.470389440950906;50.505350239278116,2.470389440950906;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620823H;Ecole;Public;SANS OBJET;Ecole primaire Jean de La Fontaine;Rue des Gradins ;;62260 AUCHEL;62260;62048;Auchel;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321270936;;;ce.0620823H@ac-lille.fr;1;0;0;;;;;;;;;;;;;132;;21620048500169;;REP;662857.8;7046191.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Auchel;50.511929795849035;2.4771657641885696;50.511929795849035,2.4771657641885696;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620827M;Ecole;Public;SANS OBJET;Ecole primaire;38 rue Nationale ;;62190 BOURECQ;62190;62162;Bourecq;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321640913;;;ce.0620827M@ac-lille.fr;1;0;0;;;;;;;;;;;;;46;;21620162400022;;;659867.2;7052732.0;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 2;50.57044394964334;2.434410394433499;50.57044394964334,2.434410394433499;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062085;151;ECOLE DE NIVEAU ELEMENTAIRE
0620832T;Ecole;Public;SANS OBJET;Ecole primaire;52 rue Principale ;;62190 ECQUEDECQUES;62190;62286;Ecquedecques;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321545801;;;ce.0620832T@ac-lille.fr;0;0;0;;;;;;;;;;;;;20;;21620286100029;;;660727.2;7051618.9;EPSG:2154;Circonscription d'inspection du 1er degr� de B�thune 2;50.560508632832004;2.4466398615175815;50.560508632832004,2.4466398615175815;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062085;151;ECOLE DE NIVEAU ELEMENTAIRE
0620835W;Ecole;Public;SANS OBJET;Ecole primaire Claude Debussy;11 RUE DES CAPUCINES ;;62260 FERFAY;62260;62328;Ferfay;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321526122;;;ce.0620835W@ac-lille.fr;1;0;0;;;;;;;;;;;;;49;;21620328100037;;;659731.3;7048503.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Auchel;50.5324839212355;2.432923186948675;50.5324839212355,2.432923186948675;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062106;151;ECOLE DE NIVEAU ELEMENTAIRE
0620860Y;Ecole;Public;SANS OBJET;Ecole primaire;12 rue des Deux Caps ;;62250 ST INGLEVERT;62250;62751;Saint-Inglevert;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321872070;;;ce.0620860Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;81;;21620751400029;;;611354.6;7087304.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Marquise;50.875625621025804;1.7430528091510258;50.875625621025804,1.7430528091510258;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062105;151;ECOLE DE NIVEAU ELEMENTAIRE
0620861Z;Ecole;Public;SANS OBJET;Ecole primaire;39 route Nationale ;;62250 WACQUINGHEN;62250;62867;Wacquinghen;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321871136;;;ce.0620861Z@ac-lille.fr;1;0;0;;;;;;;;;;;;;19;;21620867800021;;;605835.1;7077055.3;EPSG:2154;Circonscription d'inspection du 1er degr� de Marquise;50.7828722622726;1.6672562257685248;50.7828722622726,1.6672562257685248;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062093;151;ECOLE DE NIVEAU ELEMENTAIRE
0620863B;Ecole;Public;SANS OBJET;Ecole primaire;55 rue de la Scierie ;;62720 WIERRE EFFROY;62720;62889;Wierre-Effroy;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321928160;;;ce.0620863B@ac-lille.fr;1;0;0;;;;;;;;;;;;;68;;21620889200036;;;610809.0;7076354.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Marquise;50.77732217388671;1.7377994251952054;50.77732217388671,1.7377994251952054;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620873M;Ecole;Public;SANS OBJET;Ecole primaire Auguste Rodin;22 rue des Sources OSTROHOVE;;62280 ST MARTIN BOULOGNE;62280;62758;Saint-Martin-Boulogne;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321911938;;;ce.0620873M@ac-lille.fr;1;0;0;;;;;;;;;;;;;94;;21620758900070;;REP;602265.7;7069023.9;EPSG:2154;Circonscription d'inspection du 1er degr� de Marquise;50.71026875052181;1.6187357819686274;50.71026875052181,1.6187357819686274;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620874N;Ecole;Public;SANS OBJET;Ecole primaire Isabelle Nacry;Square Nacry ;;62280 ST MARTIN BOULOGNE;62280;62758;Saint-Martin-Boulogne;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321921142;;;ce.0620874N@ac-lille.fr;1;0;1;;;;;;;;;;;;;391;;21620758900021;;REP;603358.2;7070959.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Marquise;50.72780415507614;1.63369955699741;50.72780415507614,1.63369955699741;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620881W;Ecole;Public;SANS OBJET;Ecole primaire;Route de Conteville ;;62142 BELLE ET HOULLEFORT;62142;62105;Belle-et-Houllefort;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321336788;;;ce.0620881W@ac-lille.fr;1;0;0;;;;;;;;;;;;;59;;21620105300024;;;611305.5;7072625.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.74393513172369;1.7456628450502798;50.74393513172369,1.7456628450502798;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062002;151;ECOLE DE NIVEAU ELEMENTAIRE
0620883Y;Ecole;Public;SANS OBJET;Ecole primaire;14 place Servois LE VILLAGE;;62240 BRUNEMBERT;62240;62179;Brunembert;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321324115;;;ce.0620883Y@ac-lille.fr;0;0;0;;;;;;;;;;;;;24;;21620179800024;;;621828.1;7069152.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.71418405051256;1.8951422638065136;50.71418405051256,1.8951422638065136;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062080;151;ECOLE DE NIVEAU ELEMENTAIRE
0620884Z;Ecole;Public;SANS OBJET;Ecole primaire;29 rue Principale ;;62142 COLEMBERT;62142;62230;Colembert;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321333069;;;ce.0620884Z@ac-lille.fr;1;0;0;;;;;;;;;;;;;157;;21620230900029;;;618003.5;7072854.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.746911881035494;1.8403256180231553;50.746911881035494,1.8403256180231553;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620885A;Ecole;Public;SANS OBJET;Ecole primaire;3 rue de Sacriquier ;;62240 COURSET;62240;62251;Courset;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321921855;;;ce.0620885A@ac-lille.fr;1;0;0;;;;;;;;;;;;;61;;21620251500021;;;618727.3;7061925.5;EPSG:2154;Circonscription d'inspection du 1er degr� de Hesdin;50.64894322643401;1.8528064016836692;50.64894322643401,1.8528064016836692;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062156;151;ECOLE DE NIVEAU ELEMENTAIRE
0620886B;Ecole;Public;SANS OBJET;Ecole primaire Madame de S�vign�;4 rue des Ecoles ;;62240 DESVRES;62240;62268;Desvres;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321915500;;;ce.0620886B@ac-lille.fr;1;0;1;;;;;;;;;;;;;118;;21620268900073;;;617225.4;7064116.1;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.66840176439143;1.831151927821058;50.66840176439143,1.831151927821058;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620888D;Ecole;Public;SANS OBJET;Ecole primaire Jehan Molinet;28 rue de la Belle Croix ;;62240 DESVRES;62240;62268;Desvres;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321916936;;;ce.0620888D@ac-lille.fr;1;0;0;;;;;;;;;;;;;137;;21620268900057;;;617586.7;7063900.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.66651690068795;1.836297874697743;50.66651690068795,1.836297874697743;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620889E;Ecole;Public;SANS OBJET;Ecole �l�mentaire de la Grande Vall�e RPI 46; LA PLACE;;62142 HENNEVEUX;62142;62429;Henneveux;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;0;1;;;;0321871484;;;ce.0620889E@ac-lille.fr;1;0;0;;;;;;;;;;;;;18;;21620429700024;;;618730.6;7070241.1;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.723556366671154;1.8511453236860185;50.723556366671154,1.8511453236860185;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062046;151;ECOLE DE NIVEAU ELEMENTAIRE
0620890F;Ecole;Public;SANS OBJET;Ecole primaire;6 rue du Moulin ;;62142 LE WAST;62142;62880;Le Wast;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321336788;;;ce.0620890F@ac-lille.fr;1;0;0;;;;;;;;;;;;;25;;21620880100029;;;615298.3;7073298.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.75053027158538;1.801976620188054;50.75053027158538,1.801976620188054;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062002;151;ECOLE DE NIVEAU ELEMENTAIRE
0620891G;Ecole;Public;SANS OBJET;Ecole primaire;7 place de la Mairie ;;62240 LONGFOSSE;62240;62524;Longfoss�;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321107839;;;ce.0620891G@ac-lille.fr;1;0;0;;;;;;;;;;;;;157;;21620524500022;;;615353.2;7062335.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.65217583323412;1.8050992493292355;50.65217583323412,1.8050992493292355;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620893J;Ecole;Public;SANS OBJET;Ecole primaire;Route de Desvres ;;62240 LOTTINGHEN;62240;62530;Lottinghen;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321872967;;;ce.0620893J@ac-lille.fr;0;0;0;;;;;;;;;;;;;89;;21620530200021;;;623999.3;7065381.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.68061813370039;1.9265499979943952;50.68061813370039,1.9265499979943952;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062078;151;ECOLE DE NIVEAU ELEMENTAIRE
0620894K;Ecole;Public;SANS OBJET;Ecole primaire;Rue de l'Ecole ;;62240 MENNEVILLE;62240;62566;Menneville;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321105636;;;ce.0620894K@ac-lille.fr;1;0;0;;;;;;;;;;;;;86;;21620566600029;;;619384.7;7064789.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.67472984073496;1.8615016527996302;50.67472984073496,1.8615016527996302;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062153;151;ECOLE DE NIVEAU ELEMENTAIRE
0620897N;Ecole;Public;SANS OBJET;Ecole primaire du Verval;14 rue du Hameau ;;62240 QUESQUES;62240;62678;Quesques;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321322813;;;ce.0620897N@ac-lille.fr;0;0;0;;;;;;;;;;;;;83;;21620678900028;;;627187.5;7067414.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.6992432012119;1.971201450931099;50.6992432012119,1.971201450931099;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062080;151;ECOLE DE NIVEAU ELEMENTAIRE
0620898P;Ecole;Public;SANS OBJET;Ecole primaire;7 rue de l'Eglise ;;62240 ST MARTIN CHOQUEL;62240;62759;Saint-Martin-Choquel;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321105636;;;ce.0620898P@ac-lille.fr;1;0;0;;;;;;;;;;;;;23;;21620759700024;;;620725.3;7064441.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.671774812160905;1.880501637277719;50.671774812160905,1.880501637277719;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062153;151;ECOLE DE NIVEAU ELEMENTAIRE
0620899R;Ecole;Public;SANS OBJET;Ecole primaire;Route de Quesques ;;62240 SELLES;62240;62786;Selles;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321105078;;;ce.0620899R@ac-lille.fr;0;0;0;;;;;;;;;;;;;20;;21620786000026;;;622709.8;7068010.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.70405212793353;1.9078254822206027;50.70405212793353,1.9078254822206027;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062078;151;ECOLE DE NIVEAU ELEMENTAIRE
0620900S;Ecole;Public;SANS OBJET;Ecole �l�mentaire publique RPI 45;1 place DE L'EGLISE ;;62240 SENLECQUES;62240;62789;Senlecques;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321835468;;;ce.0620900S@ac-lille.fr;1;0;0;;;;;;;;;;;;;37;;21620789400025;;;624665.1;7061942.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.649841630444804;1.936606835361313;50.649841630444804,1.936606835361313;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062045;151;ECOLE DE NIVEAU ELEMENTAIRE
0620901T;Ecole;Public;SANS OBJET;Ecole primaire;17 rue de l'Eglise ;;62240 VIEIL MOUTIER;62240;62853;Vieil-Moutier;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321831438;;;ce.0620901T@ac-lille.fr;1;0;0;;;;;;;;;;;;;32;;21620853800035;;;623036.6;7064157.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.66951805885925;1.9131922369896412;50.66951805885925,1.9131922369896412;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062045;151;ECOLE DE NIVEAU ELEMENTAIRE
0620902U;Ecole;Public;SANS OBJET;Ecole primaire La Calique;43 rue Principale ;;62240 VIEIL MOUTIER;62240;62853;Vieil-Moutier;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321834923;;;ce.0620902U@ac-lille.fr;1;0;0;;;;;;;;;;;;;24;;21620853800027;;;622524.7;7063276.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.661553015133805;1.9061368194193409;50.661553015133805,1.9061368194193409;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062045;151;ECOLE DE NIVEAU ELEMENTAIRE
0620903V;Ecole;Public;SANS OBJET;Ecole primaire;16 place la Place ;;62240 WIRWIGNES;62240;62896;Wirwignes;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321833410;;;ce.0620903V@ac-lille.fr;1;0;0;;;;;;;;;;;;;77;;21620896700028;;;612357.6;7065999.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Etaples;50.68463695284923;1.7620084040421347;50.68463695284923,1.7620084040421347;Ville;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062088;151;ECOLE DE NIVEAU ELEMENTAIRE
0620905X;Ecole;Public;SANS OBJET;Ecole primaire Le Village;Rue Humbert ;;62170 BEUSSENT;62170;62123;Beussent;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321813741;;;ce.0620905X@ac-lille.fr;1;0;0;;;;;;;;;;;;;69;;21620123600025;;;614285.4;7050127.4;EPSG:2154;Circonscription d'inspection du 1er degr� de Hesdin;50.5424754453731;1.7926630275586204;50.5424754453731,1.7926630275586204;Rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062070;151;ECOLE DE NIVEAU ELEMENTAIRE
0620906Y;Ecole;Public;SANS OBJET;Ecole primaire;Place de l'Eglise ;;62650 BEZINGHEM;62650;62127;Bezinghem;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321860950;;;ce.0620906Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;51;;21620127700029;;;616731.1;7055928.7;EPSG:2154;Circonscription d'inspection du 1er degr� de Hesdin;50.594867899358455;1.8258919628993133;50.594867899358455,1.8258919628993133;Ville;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062071;151;ECOLE DE NIVEAU ELEMENTAIRE
0620907Z;Ecole;Public;SANS OBJET;Ecole maternelle;9 rue de la Mairie ;;62650 BIMONT;62650;62134;Bimont;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321819538;;;ce.0620907Z@ac-lille.fr;0;0;0;;;;;;;;;;;;;15;;21620134300029;;;621753.5;7049956.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Hesdin;50.54192279301501;1.897874559837107;50.54192279301501,1.897874559837107;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062029;101;ECOLE MATERNELLE
0620928X;Ecole;Public;SANS OBJET;Ecole primaire Centre;344 rue Jean Jaur�s LABUISSIERE;;62700 BRUAY LA BUISSIERE;62700;62178;Bruay-la-Buissi�re;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321611929;;;ce.0620928X@ac-lille.fr;1;0;0;;;;;;;;;;;;;123;;21620178000287;;;669281.8;7043508.2;EPSG:2154;Circonscription d'inspection du 1er degr� de Bruay-la-Buissi�re;50.4881900115112;2.5677983321703297;50.4881900115112,2.5677983321703297;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620929Y;Ecole;Public;SANS OBJET;Ecole primaire Les Hayettes;274 rue des Hayettes ;;62700 BRUAY LA BUISSIERE;62700;62178;Bruay-la-Buissi�re;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321624773;;;ce.0620929Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;130;;21620178000279;;;668939.1;7043933.6;EPSG:2154;Circonscription d'inspection du 1er degr� de Bruay-la-Buissi�re;50.49199147202056;2.562943550692331;50.49199147202056,2.562943550692331;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620932B;Ecole;Public;SANS OBJET;Ecole primaire;8 rue Pierre Paul Perrin ;;62150 BEUGIN;62150;62120;Beugin;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321524215;;;ce.0620932B@ac-lille.fr;1;0;0;;;;;;;;;;;;;48;;21620120200027;;;665582.6;7038303.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.44127659713286;2.5162009174627347;50.44127659713286,2.5162009174627347;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062155;151;ECOLE DE NIVEAU ELEMENTAIRE
0620941L;Ecole;Public;SANS OBJET;Ecole maternelle;2 rue du Marais ;;62150 CAUCOURT;62150;62218;Caucourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321581209;;;ce.0620941L@ac-lille.fr;0;0;0;;;;;;;;;;;;;25;;21620218400026;;;669501.5;7033590.8;EPSG:2154;Circonscription d'inspection du 1er degr� de Bruay-la-Buissi�re;50.39917624664022;2.5716463737138744;50.39917624664022,2.5716463737138744;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062104;101;ECOLE MATERNELLE
